,asin,overall,reviewerID,reviewText,summary,ReviewTag
23688,B0000868IP,2.0,AD1FW7SPPTVW2,"I hate this bra!  The material is itchy, even after several washings. The wires poke me all the time and the bra is just generally uncomfortable.  I just went back to wearing my old bras and I've given up on these.  If you're looking for a comfortable bra, this is not one.  The only positive things are:  the straps adjust in the front and the color is nice.  I simply cannot stand to have this bra on my body.",Itchy Bra,Negative
27688,B000089V7W,2.0,A2YLBB85TV0DZ0,"I had to return these. They were two sizes too big for my daughter. I needed them for a costume so I bought some locally. My daughter loves them, but because they have no support or cushioning she can't really wear them. Every time she does she complains that her feet and legs hurt afterward.",Two sizes too big,Negative
20939,B00008673Z,2.0,A384OHK6VD4IZJ,"When I first received this bra I was excited to finally have found something that seemed comfortable in my size ( 36 J) for nursing baby #4. The straps are wide and comfortable, but that's about the only positive thing I have to say about this bra. The bra does not breathe at all, causing chafing and smelly moisture. The exposed seams on the inside of the cup are extremely itchy and caused very painful cysts under my breasts. I had to wear band aids to keep the seams from rubbing on my skin. This is the worst bra I have ever had as far as comfort. Would NOT recommend!","Very itchy, cause skin problems",Negative
23690,B0000868IP,2.0,ANVQJEMUKDOPA,The fabric of this bra is very thin and has a seam running through the center of the cups. The seam is very itchy and not comfortable at all! I'm returning mine.,Itchy!,Negative
17849,B00007GDDD,2.0,A34FX85AVR74,Didn't care for this at all.  TOO small.,Too small.,Negative
24746,B0000891JE,1.0,A3FCIT3O035FN9,Came ripped and dirty. Don't buy these they had holes and dirt on them. It was gross.,One Star,Negative
17851,B00007GDDD,1.0,A2T8K7IAVGPBWC,All of my cards fall out of the wallet part of it,One Star,Negative
4858,B00004U3ST,2.0,AZY1ZD139HX2K,"it ok, for the day, it is a paper plastic and if you use it on a little one, more then likely its going to brake. if it was hard plastic it would have lasted longer. bumer...","Ok, for the day after that trash it",Negative
2874,B00001T38Y,2.0,A372V0ECRU3CLP,"I'm 6'2"" and weigh 245lbs.  This thing was rolling around on my head like crazy.  Way too much open space inside.  NO child would be able to wear this and still be able to see out of the eyes.  The look is amazing.  The fit is horrible.  We used it for photos and that is all.","Looks amazing, fits terribly.",Negative
20155,B0000865II,1.0,A31S1E6PAK7E3C,"If these were the actual size I ordered they should have been almost falling off me.  As it was, I couldn't get them over my rump.  They felt like they were a petite size small.",WAY TOO SMALL!!!!,Negative
7625,B00006XXGO,2.0,A3L34T4BF6GUZ9,"Very confusing on the size selection.  It said size 10 men's but when received, although it said size 10 it is more like a size 11.5.",Size confusion,Negative
12499,B00006XXGO,2.0,ABZNI0C2XL986,"So I was excited to receive these as a throwback to high school days. Much to my dismay, I ordered the wrong size because they are men's sizing NOT women's. No way to tell in the description or anything until I received them.  I just wish that they weren't listed under Women's shoes since they are men's sizing, or just make it absolutely apparent that they are sized in Men's sizes instead of women's.",The sizing,Negative
13947,B000072US4,2.0,A94BGVSJ118TQ,"I have gotten these runners for my sons for over 10 years. They love the colors, light feeling, and comfort of these Converse shoes. They are also not ""ones for leather"" so these fit their tastes perfectly and they are washable.  I would not recommend them for gymnastics or physical education classes  because they are not made for that type of activity but they are comfortable for walking!",very good runner,Negative
2879,B00001W0J3,2.0,AB7XVX20VW3HV,The skirt isn't as poofy as pictured. Definitely looked very cheaply made - I wasn't satisfied at all.,Didn't meet expectations,Negative
6435,B00006CFCX,1.0,A1NM3SCIN2IQK,"The dress is poorly made, but functional. The head-piece is completely unusable. Thankfully, I have plenty of time to either make or order a proper head-piece.","Crap Head-Piece, Decent Robe",Negative
17838,B00007GDDD,2.0,A23BLLHL1QDJY0,came apart first time using it,Two Stars,Negative
20921,B0000865II,2.0,A39ITO5UGNH6O9,"I was really saddened by this. They fit great, and they looked awesome. They ripped on the first wear. There was a run all the way of the left leg within minutes of putting them on. As others mentioned, order a size or two up. I ordered 2 sizes up from my normal size and they fit.",So much potential,Negative
17784,B00007GN57,2.0,A3KXR5DMM6MR17,"They did not look as good as they did online.  They were also supposed to be for non-pierced ears, but the clasp was extremely painful and dug into the earlobe.  I bought these for my wedding and will NOT be wearing them.",not as good as it looks,Negative
6420,B00006CFCY,1.0,A1TIN9KAU3UMP3,"costume design is fine. but is made of a Super Cheap fabric. in the first use to try it, the headpiece fabric ripped =/ . very upset..",Cheap fabric,Negative
14112,B00006XXGO,2.0,A1BTULXPTQBGQ0,"These sneaks look cheap and were too big, had to return them and did not re-order.  They are supposed to be unisex but they are more geared for men.  My granddaughter hated them and so did I, horrible but a good buy for men.",Chuck Taylor Low Top Sneaker,Negative
23583,B0000868IP,2.0,A355LND9BAY38P,"Seems like it would be comfy, but the cup did not have full coverage, as was indicated in the blurb.  I had to send it back.  Cup was not as large as others that say they are equal to this one.",small cup,Negative
4924,B00004VWJ3,2.0,A2H3UJGMY0KUZJ,WAY TOO LARGE,GIGANTIC,Negative
4922,B00004VWJ3,1.0,A29Z87G9YV7YSE,I've ordered this shoes 4 times.  But this last pair didn't even last a month...The right side tore at the top.  I can't even contact the seller.,First time these shoes let me down..,Negative
2682,B00001W0GC,1.0,A1FHLDRJWF7LF3,"The ""hat"" ears would maybe have fit an infant. I ordered a 3T and it fit, but barely. The ears didn't fit at all.",Ear hat sizing is waaay off.,Negative
14107,B00006XXGO,1.0,A1KT5EMOL2X9MF,I sent them back and have not recirced a small size.,One Star,Negative
27846,B000089V7W,1.0,A13BDOK1Z5EVBQ,"My grand daughter asked for pink shoes for her birthday last fall and normally wears a size 11 children's.  These shoes are cute and her style, so I ordered them for her. They are so big, that she still can't wear them, nine months later!  Needless to say, she was very disappointed, as am I. My guess is that these shoes run about 2 sizes too large.",Not true to size,Negative
21015,B0000865II,2.0,ASK754GPQT5GW,"I purchased a larger size to ensure fit, but was disappointed when they didn't.",but was disappointed when they didn't,Negative
14105,B00006XXGO,2.0,A3HNKNN4UC6QZC,Not in women's sizes. I ordered a size down and I'm still swimming in them. They're going back.,Not women sizes,Negative
14102,B00006XXGO,1.0,A1OYVZAHHSHPFM,WAY TO BIG,One Star,Negative
27840,B000089V7W,1.0,A2029YY4ILA5YJ,"I thought I was ordering a men's-sized shoe.  The desription did NOT say ""Infant/toddlers"" size.  I even chatted with a rep who confirmed I was ordering the correct size, then when it arrived, as soon as I saw the box, I knew it was wrong.  Seller refused to refund my shipping, even insisted I pay to ship it back as well, even after I explained what happened and complained.  So I didn't get my Chucks and am stuck with a toddler pair I can't use.  Will NEVER order again!",Ripped off with wrong size - would not exchange,Negative
7739,B00006XXGO,2.0,A3BEPDY7D251QH,I bougth converse size 7.5 and i got 8.5 and the shoes were dirty,Too big,Negative
4916,B00004VWJ3,2.0,AS7PYUMH2RPV8,"The shoes do not breathe at all. After just one hour my feet are so warm and sweaty. As far as fit, I had to go a size up compared to my sandals.",Too warm.,Negative
26034,B0000891KM,1.0,AXJ1XGLSPTAS8,It he sizing is completely in accurate. They are much smaller than the sizing chart says.,Inaccurate sizing info,Negative
19257,B00007GDG5,1.0,A2A7VMFA5HKOTR,This item appears to be pleather.  I would not recommend this for anyone.  I will definitely be returning this item!,Fake leather does not make a good gift ever! I will definitely be returning this item!,Negative
21006,B0000865JR,1.0,A5X8B7IF07OS4,got a run almost immediately after I put them on! I had to run to the CVS to get some Hanes nylon which I wish I did in the first place. Terrible!,save your money!,Negative
2699,B00001T38Y,1.0,A356GTMRCKH8NA,Not even close to the mask shown,One Star,Negative
7731,B00006XXGO,2.0,A22TAD7FVGN3YE,I should have known when the pair cost only $30. The logo on the back is rubbing off and it does not say converse. Neither does the tongue.,Not the real deal,Negative
21005,B0000865JR,1.0,A3N6XGCEJ94ZO5,There is no way they were true to size.,Much smaller than advertised,Negative
26043,B0000891KM,2.0,A1NEPGC6B0FQIA,"Lasted one wash. Then I got a hole in them, not what I expected for 12 dollars a pair.",Two Stars,Negative
